Time Vx Vy Vz
0.0 0.3843597437229385 0.14485288887957756 -0.048351168277956644
0.00225124 0.9116693798799325 0.32096843317412743 -0.10289731074233013
0.00450248 0.8445776286750237 0.296674786132178 -0.17651545377863015
0.00675371 0.7219324857500069 0.2902018135723362 -0.23650923579917116
0.00900495 0.8275125632285143 0.2929374322702484 -0.13570860495035708
0.0112562 0.8186561532891763 0.26906080504943036 -0.09056890496195227
0.0135074 0.7934128958607243 0.37133956343620356 -0.21175766136522517
0.0157587 0.7762702610752079 0.31063573713503756 -0.24535053137271906
0.0180099 0.7666195623717136 0.09115282822978688 -0.1725911457202444
0.0202611 0.7732328285180579 0.1455291967710671 -0.14805110928638002
0.0225124 0.7805630697444832 0.23088770617510976 -0.15612033235459538
0.0247636 0.8104304088087819 0.13224965187669097 -0.16404257496577573
0.0270149 0.7980901702848746 0.1841948479185562 -0.12817098498574095
0.0292661 0.7585562120321336 0.2539560794652391 -0.03329174455317403
0.0315173 0.7683361283752932 0.2094857295061382 0.061254685497880705
0.0337686 0.7614130354147868 0.2680919985388234 0.08514940074722079
0.0360198 0.750364109814369 0.3184262886680617 0.08872721031273872
0.038271 0.7441057480665823 0.2306257446860871 0.13682623859083118
0.0405223 0.7357489946667066 0.2099976551815702 0.0185461142729426
0.0427735 0.7721889769833651 0.3338251832672323 -0.22330161166652035
0.0450248 0.7912003555320939 0.375904621298895 -0.2773840616851047
0.047276 0.8182343656019464 0.360507334625062 -0.21905165707956958
0.0495272 0.7963924464314682 0.3840899713876029 -0.20458294802026117
0.0517785 0.7137682116559796 0.36278126325323207 -0.1900457830616481
0.0540297 0.7243622035118451 0.2918652341480612 -0.20148321739529285
0.056281 0.7533531945334275 0.22776857996463995 -0.22700505592565912
0.0585322 0.7129735831408979 0.23741487148906956 -0.19908253995635206
0.0607834 0.830007062310703 0.14692475952091874 -0.09689053228234189
0.0630347 0.993148484097218 0.05608095857848492 -0.058560077531627557
0.0652859 0.8604959831108617 0.2081031252153305 -0.09009843970160351
0.0675371 0.7255321422105765 0.34736891924250035 0.02206689392254243
0.0697884 0.7549509089533393 0.41378420073822597 0.18537979818452394
0.0720396 0.81556832503033 0.3540741568487444 0.2012514251544557
0.0742909 0.8672321378552545 0.11325603624116172 0.08373943692850108
0.0765421 0.8273965998269719 0.05831768931120838 -0.0686833519058655
0.0787933 0.7367941325603583 0.20376677883511435 -0.12823851613188564
0.0810446 0.7600061260720106 0.2428374082293085 -0.08729775772508486
0.0832958 0.8751742024885932 0.1351745329228198 -0.10950840127991934
0.0855471 0.8538485815220465 0.10233114967803236 -0.1548767843514907
0.0877983 0.8125297913658766 0.20207812283171758 -0.16280859022707656
0.0900495 0.933811331734022 0.22573998275036988 -0.1708926977039985
0.0923008 0.9509753961987075 0.2749684386459078 -0.12486552396832691
0.094552 0.8309375667572234 0.3370694567633832 -0.13652142597899375
0.0968032 0.8142750767913256 0.3002339225866023 -0.21922366885515243
0.0990545 0.8028149896198931 0.25910527690250296 -0.23117646438927375
0.101306 0.7651779334963095 0.1762162365021135 -0.2673009157773103
0.103557 0.7791277389655338 0.19959897053254722 -0.28993596349934436
0.105808 0.8092564941293372 0.3108722952730459 -0.2684661042898899
0.108059 0.8102147698102737 0.34867158188611563 -0.31482378080915235
0.110311 0.7562388536501918 0.34500220308816076 -0.3004370368515273
0.112562 0.707029702778193 0.28646582161614964 -0.21995060110489628
0.114813 0.7301252499681339 0.32362981486812537 -0.1891390969782225
0.117064 0.7693655862405528 0.3305671440662376 -0.12128716896312237
0.119316 0.7147872641879417 0.22501261672547312 -0.07959069767811666
0.121567 0.6815429581202371 0.3503262974651211 -0.16494692938065494
0.123818 0.7541827349073401 0.47094067349160695 -0.18626357259134538
0.126069 0.7647610121656474 0.35959710371911346 -0.14659877991075257
0.128321 0.721104391412388 0.23562484285011132 -0.08620729896210856
0.130572 0.7693017379258662 0.22931169151093442 -0.006907350712736574
0.132823 0.8601393874222456 0.2417696053407427 0.002210770303133474
0.135074 0.952035705339459 0.1390560209482431 0.042959044158035066
0.137326 0.918285013403171 0.09174997394860498 0.06616411146953197
0.139577 0.7812564058804277 0.18322839058751203 -0.06580206157140034
0.141828 0.8140107383175034 0.21675227565613434 -0.1465435775451116
0.144079 0.8930445164393817 0.17115307158431847 -0.0041797425120417946
0.14633 0.8837486689862486 0.15991083752131668 0.04281240636219631
0.148582 0.8729788014638185 0.09493678482359065 -0.08235610532837156
0.150833 0.8685487166818425 0.07628316858402406 -0.13566412589478832
0.153084 0.8520211940809859 0.14248095083470805 -0.11831361362439322
0.155335 0.836708382907945 0.1652915379301422 -0.08341978832868302
0.157587 0.8376509422702482 0.15534464289932337 -0.07816895523398448
0.159838 0.8179505182501154 0.09417674586914726 -0.09797139114097644
0.162089 0.8273068690248997 0.03692837435144243 -0.11467032497256571
0.16434 0.8898228624964355 0.00036309341633859217 -0.13541087395808893
0.166592 0.9083822080025665 -0.05379285223142891 -0.08985363900273602
0.168843 0.9013202154330358 -0.05876048699980952 -0.030571924324426188
0.171094 0.897667380784269 0.03730352655347642 -0.09031140536170529
0.173345 0.9040038256791536 0.11215249040838632 -0.10322254902718311
0.175597 0.9067363773835071 0.1197086774899886 0.0019513772065259966
0.177848 0.893339732226309 0.10189915088498963 0.041157480276662176
0.180099 0.8896751646288745 0.1696216916345115 0.041801059593524634
0.18235 0.8008837262160236 0.24652141668319752 0.041719277925168594
0.184602 0.725648983109304 0.14789607424086265 -0.052879439991961805
0.186853 0.7564950564808588 0.09227014133560672 -0.20605127988792857
0.189104 0.761342628372953 0.1262825641147053 -0.25122724389481227
0.191355 0.7391586865673797 0.02955798827262343 -0.2046880329148187
0.193606 0.7325656082033658 -0.06323483309378189 -0.20984726699022477
0.195858 0.7124624793560843 0.05781665112773468 -0.23317681667378937
0.198109 0.6434333684724934 0.1483139504921315 -0.2962516544698145
0.20036 0.5955255132611903 0.12362177030685709 -0.374255010071952
0.202611 0.5923938861491339 0.13998363619090864 -0.3470882480605061
0.204863 0.6253613231997666 0.16201566449201915 -0.2975488266453884
0.207114 0.6883992701689408 0.19208073210132254 -0.3204621106836434
0.209365 0.6426723512307515 0.23942325268842846 -0.3454874242918722
0.211616 0.6012789474866037 0.33377365374025925 -0.3167344624823073
0.213868 0.72024077735143 0.3919543061820762 -0.25575409838401675
0.216119 0.8452879913809144 0.3040818558733505 -0.24212811850221255
0.21837 0.8708561640739461 0.28566360355512344 -0.2698713201155134
0.220621 0.828491244920412 0.40882775917921266 -0.2437916046966649
0.222873 0.8115659398989215 0.4914017128598709 -0.2474458418716698
0.225124 0.8499911473012742 0.41360889371986825 -0.301624531177517
0.227375 0.8741293885459723 0.2694265558093965 -0.31174319251777083
0.229626 0.8642157355255973 0.25570848461835183 -0.33264451162331476
0.231878 0.8143758981594765 0.3535517085966119 -0.33028141188347787
0.234129 0.7217516071404174 0.33466260933726033 -0.21120796995385516
0.23638 0.6554076883917157 0.22043043752145192 -0.08312840277104402
0.238631 0.7171715380716256 0.19928154902388195 -0.04799621676599686
0.240882 0.8237837070466834 0.15143847450386524 -0.026386862193994692
0.243134 0.8475045886697274 0.12608355470040644 0.01825491758066747
0.245385 0.8203922243928253 0.16349765861016755 0.008034429245411395
0.247636 0.8156536777521228 0.11120496989016758 -0.029602346971029047
0.249887 0.887057784802026 0.09535979493024557 -0.0457640089758875
0.252139 0.935802678457357 0.15376735497474558 -0.04093974384654904
0.25439 0.8736391332781974 0.09703524905913019 0.02882058416105206
